data,id_rota,id_laticinio,litros_previstos,litros_realizados,num_produtores_planejados,num_produtores_atendidos,custo_total,km_rodados,tempo_total_horas,ocupacao_tanque_pct,indice_atraso,indice_perda_rota
2022-07-03,19,2,1194.47,1177.76,1,1,0.7151,261.16,5.86,6.54,0.0,0.014
2022-07-03,20,3,152.85,150.12,1,1,0.5369,196.27,3.22,1.14,0.019,0.0179
2022-07-03,21,3,620.31,616.52,1,1,0.5755,83.44,3.87,11.6,0.075,0.0061
2022-07-03,23,3,262.97,257.51,1,1,0.5759,60.62,9.29,2.66,0.084,0.0208
2022-07-03,29,3,647.17,628.87,1,1,1.2679,216.19,4.69,4.37,0.0174,0.0283
2022-07-03,30,4,1767.21,1708.51,1,1,0.7506,243.03,4.83,7.87,0.0,0.0332
2022-07-03,33,4,739.22,723.05,2,2,1.4895,168.34,9.27,10.2,0.0804,0.0219
2022-07-03,34,4,453.13,450.27,1,1,0.778,194.65,3.23,2.7,0.0,0.0063
2022-07-03,35,4,1208.38,1172.2,2,2,2.1586,247.97,6.44,16.78,0.0,0.0299
2022-07-03,40,4,1618.13,1611.95,1,1,0.663,93.0,8.36,16.18,0.0,0.0038
2022-07-03,41,4,1614.72,1562.26,1,1,0.8091,281.06,3.61,8.07,0.0906,0.0325
2022-07-04,2,1,946.95,914.05,1,1,0.8264,259.13,2.98,14.21,0.0,0.0347
2022-07-04,3,1,1138.98,1114.32,2,2,2.1378,247.16,6.93,9.26,0.1,0.0217
2022-07-04,4,1,1436.23,1410.88,2,2,1.0654,134.82,4.92,10.86,0.0041,0.0177
2022-07-04,6,1,380.17,373.98,1,1,0.5665,194.34,8.29,2.66,0.0273,0.0163
2022-07-04,7,1,1131.01,1101.22,2,2,1.9188999999999998,151.23,9.45,13.77,0.0739,0.0263
2022-07-04,8,1,550.17,540.96,1,1,0.5779,175.11,8.74,8.3,0.0282,0.0167
2022-07-04,9,1,310.95,304.92,1,1,0.9088,115.83,6.01,1.66,0.0751,0.0194
2022-07-04,11,2,771.65,745.55,1,1,0.8551,243.32,8.22,5.33,0.0392,0.0338
2022-07-04,13,2,447.57,445.61,2,2,1.2646000000000002,131.79,8.61,3.2,0.0324,0.0044
2022-07-04,14,2,1428.29,1394.86,1,1,0.8816,262.27,8.88,26.28,0.0534,0.0234
2022-07-04,15,2,121.87,121.55,1,1,0.6922,145.62,6.59,1.14,0.0297,0.0026
2022-07-04,16,2,2446.22,2394.92,2,2,2.2037,231.32,9.08,20.62,0.0,0.021
2022-07-04,19,2,1182.0,1161.3,1,1,0.7151,264.91,5.94,6.45,0.0,0.0175
2022-07-04,20,3,144.83,143.66,1,1,0.5369,193.22,3.06,1.09,0.0,0.0081
2022-07-04,21,3,612.63,610.6,1,1,0.5755,87.18,3.63,11.49,0.0083,0.0033
2022-07-04,23,3,253.9,252.39,1,1,0.5759,60.76,8.75,2.61,0.021,0.0059
2022-07-04,29,3,623.98,607.82,1,1,1.2679,223.26,4.38,4.22,0.0,0.0259
2022-07-04,30,4,1689.71,1651.95,1,1,0.7506,244.06,5.54,7.61,0.0992,0.0223
2022-07-04,33,4,753.12,739.58,2,2,1.4895,179.15,8.94,10.43,0.042,0.018
2022-07-04,34,4,460.82,449.92,1,1,0.778,188.88,3.34,2.7,0.0214,0.0237
2022-07-04,35,4,1179.4099999999999,1170.93,2,2,2.1586,238.33,6.87,16.76,0.0378,0.0072
2022-07-04,40,4,1564.24,1558.4,1,1,0.663,92.33,9.56,15.65,0.0864,0.0037
2022-07-04,41,4,1608.93,1584.23,1,1,0.8091,279.12,3.55,8.18,0.0725,0.0154
2022-07-05,2,1,962.86,945.51,1,1,0.8264,279.58,3.41,14.7,0.0965,0.018
2022-07-05,3,1,1191.8,1165.6,2,2,2.1378,252.14,6.15,9.69,0.0,0.022
2022-07-05,4,1,1400.22,1363.8600000000001,2,2,1.0654,135.34,4.67,10.49,0.0,0.026
2022-07-05,6,1,386.41,382.86,1,1,0.5665,208.94,8.25,2.73,0.0223,0.0092
2022-07-05,7,1,1144.69,1127.51,2,2,1.9188999999999998,147.54,9.09,14.1,0.033,0.015
2022-07-05,8,1,524.39,521.57,1,1,0.5779,178.04,8.19,8.0,0.0,0.0054
2022-07-05,9,1,317.75,308.68,1,1,0.9088,118.21,5.6,1.68,0.0018,0.0285
2022-07-05,11,2,810.45,807.02,1,1,0.8551,230.13,7.61,5.76,0.0,0.0042
2022-07-05,13,2,445.3,432.71000000000004,2,2,1.2646000000000002,136.8,8.15,3.11,0.0,0.0283
2022-07-05,14,2,1375.1,1356.54,1,1,0.8816,255.79,8.05,25.56,0.0,0.0135
2022-07-05,15,2,120.08,117.27,1,1,0.6922,143.77,6.44,1.1,0.0063,0.0234
2022-07-05,16,2,2515.58,2442.09,2,2,2.2037,229.01,10.08,21.02,0.0712,0.0292
2022-07-05,19,2,1186.54,1148.24,1,1,0.7151,256.43,6.31,6.38,0.0378,0.0323
2022-07-05,20,3,140.56,136.52,1,1,0.5369,194.52,3.18,1.04,0.0063,0.0287
2022-07-05,21,3,591.51,589.84,1,1,0.5755,86.01,3.93,11.1,0.0917,0.0028
2022-07-05,23,3,251.6,243.78,1,1,0.5759,62.86,8.24,2.52,0.0,0.0311
2022-07-05,29,3,616.61,597.29,1,1,1.2679,225.43,4.52,4.15,0.0,0.0313
2022-07-05,30,4,1758.19,1717.31,1,1,0.7506,256.15,4.8,7.91,0.0,0.0233
2022-07-05,33,4,704.64,695.52,2,2,1.4895,166.93,9.17,9.81,0.0688,0.0129
2022-07-05,34,4,448.07,435.39,1,1,0.778,183.48,3.17,2.61,0.0,0.0283
2022-07-05,35,4,1161.58,1137.9,2,2,2.1586,233.63,6.42,16.29,0.0,0.0204
2022-07-05,40,4,1569.84,1546.01,1,1,0.663,96.59,9.46,15.52,0.075,0.0152
2022-07-05,41,4,1605.22,1580.34,1,1,0.8091,272.12,3.58,8.16,0.0816,0.0155
2022-07-06,2,1,942.37,934.19,1,1,0.8264,264.9,3.21,14.52,0.0322,0.0087
2022-07-06,3,1,1133.38,927.6300000000001,2,2,2.1378,236.71,6.05,7.71,0.0,0.1815
2022-07-06,4,1,1440.51,1406.35,2,2,1.0654,138.49,4.99,10.82,0.0184,0.0237
2022-07-06,6,1,406.34,395.28,1,1,0.5665,192.59,8.2,2.81,0.0161,0.0272
2022-07-06,7,1,1188.85,1156.39,2,2,1.9188999999999998,151.29,9.52,14.46,0.0818,0.0273
2022-07-06,8,1,522.42,505.49,1,1,0.5779,177.51,8.23,7.76,0.0,0.0324
2022-07-06,9,1,306.72,302.87,1,1,0.9088,123.55,6.05,1.64,0.0823,0.0126
2022-07-06,11,2,751.32,729.77,1,1,0.8551,230.84,7.58,5.21,0.0,0.0287
2022-07-06,13,2,442.82,434.0,2,2,1.2646000000000002,133.09,8.26,3.12,0.0,0.0199
2022-07-06,14,2,1346.93,1088.26,1,1,0.8816,246.8,8.9,20.5,0.0558,0.192
2022-07-06,15,2,117.36,113.8,1,1,0.6922,139.02,6.68,1.06,0.0437,0.0303
2022-07-06,16,2,2600.31,2570.58,2,2,2.2037,235.7,9.18,22.13,0.0,0.0114
2022-07-06,19,2,1202.44,1183.47,1,1,0.7151,252.44,6.29,6.57,0.0345,0.0158
2022-07-06,20,3,135.43,131.71,1,1,0.5369,201.25,3.03,1.0,0.0,0.0275
2022-07-06,21,3,608.74,597.82,1,1,0.5755,82.34,3.52,11.25,0.0,0.0179
2022-07-06,23,3,273.3,263.8,1,1,0.5759,64.41,8.27,2.73,0.0,0.0348
2022-07-06,29,3,603.44,586.98,1,1,1.2679,209.37,4.74,4.08,0.0282,0.0273
2022-07-06,30,4,1826.07,1764.84,1,1,0.7506,238.68,4.95,8.13,0.0,0.0335
2022-07-06,33,4,677.27,666.0,2,2,1.4895,180.28,8.89,9.39,0.0361,0.0166
2022-07-06,34,4,472.73,468.4,1,1,0.778,192.75,3.36,2.81,0.0275,0.0092
2022-07-06,35,4,1113.37,1090.75,2,2,2.1586,251.48,7.26,15.61,0.0967,0.0203
2022-07-06,40,4,1527.99,1506.37,1,1,0.663,98.81,9.27,15.12,0.0534,0.0141
2022-07-06,41,4,1597.51,1576.21,1,1,0.8091,280.06,3.29,8.14,0.0,0.0133
2022-07-07,2,1,941.01,915.31,1,1,0.8278,266.72,3.38,14.23,0.0868,0.0273
2022-07-07,3,1,1171.6,1157.2,2,2,2.1414,246.61,6.52,9.62,0.0349,0.0123
2022-07-07,4,1,1432.6399999999999,1402.12,2,2,1.0655000000000001,137.37,4.98,10.79,0.0163,0.0213
2022-07-07,6,1,382.61,370.77,1,1,0.5668,204.18,8.22,2.64,0.0186,0.0309
2022-07-07,7,1,1202.29,1165.88,2,2,1.9195,148.0,9.51,14.58,0.0807,0.0303
2022-07-07,8,1,544.76,526.85,1,1,0.5779,174.42,8.23,8.09,0.0,0.0329
2022-07-07,9,1,301.97,296.95,1,1,0.9088,120.27,5.45,1.61,0.0,0.0166
2022-07-07,11,2,751.94,741.79,1,1,0.8554,241.65,8.48,5.3,0.0721,0.0135
2022-07-07,13,2,442.31,436.86,2,2,1.2646000000000002,139.68,8.6,3.14,0.0312,0.0123
2022-07-07,14,2,1382.7,1354.28,1,1,0.8818,245.97,8.95,25.51,0.0617,0.0206
2022-07-07,15,2,119.13,117.83,1,1,0.6942,145.8,6.15,1.1,0.0,0.0109
2022-07-07,16,2,2458.7799999999997,2424.06,2,2,2.2037,247.24,9.07,20.87,0.0,0.0141
2022-07-07,19,2,1225.1,1194.81,1,1,0.7151,262.38,6.35,6.64,0.0444,0.0247
2022-07-07,20,3,140.26,136.92,1,1,0.5369,195.28,3.02,1.04,0.0,0.0238
2022-07-07,21,3,634.33,615.69,1,1,0.5755,81.78,3.95,11.59,0.0972,0.0294
2022-07-07,23,3,269.48,267.07,1,1,0.5759,61.97,9.39,2.76,0.0957,0.0089
2022-07-07,29,3,620.17,606.45,1,1,1.2681,221.11,4.71,4.21,0.0217,0.0221
2022-07-07,30,4,1704.21,1672.0,1,1,0.7506,248.9,5.37,7.7,0.0655,0.0189
2022-07-07,33,4,717.95,706.06,2,2,1.4895,171.17,8.93,9.96,0.0408,0.0166
2022-07-07,34,4,459.0,456.28,1,1,0.778,190.68,3.15,2.73,0.0,0.0059
2022-07-07,35,4,1117.81,1097.44,2,2,2.1586,231.13,6.91,15.71,0.0438,0.0182
2022-07-07,40,4,1524.68,1485.22,1,1,0.663,92.18,8.89,14.91,0.0102,0.0259
2022-07-07,41,4,1536.91,1532.89,1,1,0.8091,272.91,3.4,7.92,0.0272,0.0026
2022-07-08,2,1,910.95,884.19,1,1,0.8264,276.14,3.36,13.74,0.0804,0.0294
2022-07-08,3,1,1161.76,1147.48,2,2,2.1378,248.42,5.99,9.54,0.0,0.0123
2022-07-08,4,1,1422.2199999999998,1384.6399999999999,2,2,1.0654,139.4,4.68,10.65,0.0,0.0264
2022-07-08,6,1,333.8,328.72,1,1,0.5665,196.53,7.9,2.34,0.0,0.0152
2022-07-08,7,1,1217.74,1192.43,2,2,1.9188999999999998,152.27,8.97,14.91,0.0193,0.0208
2022-07-08,8,1,534.88,531.35,1,1,0.5779,181.0,9.25,8.15,0.0882,0.0066
2022-07-08,9,1,286.48,277.96,1,1,0.9088,120.53,5.68,1.51,0.0161,0.0297
2022-07-08,11,2,814.28,812.38,1,1,0.8551,229.02,7.94,5.8,0.0038,0.0023
2022-07-08,13,2,441.34000000000003,436.71000000000004,2,2,1.2646000000000002,141.46,8.83,3.14,0.0588,0.0105
2022-07-08,14,2,1341.47,1308.21,1,1,0.8816,247.72,8.06,24.65,0.0,0.0248
2022-07-08,15,2,127.78,126.47,1,1,0.6922,142.41,6.23,1.18,0.0,0.0103
2022-07-08,16,2,2334.89,2307.76,2,2,2.2037,229.68,9.17,19.87,0.0,0.0116
2022-07-08,19,2,1257.64,1220.95,1,1,0.7151,245.45,6.65,6.78,0.0938,0.0292
2022-07-08,20,3,147.01,144.49,1,1,0.5369,198.94,3.42,1.1,0.0823,0.0171
2022-07-08,21,3,647.13,624.76,1,1,0.5755,87.58,3.69,11.76,0.025,0.0346
2022-07-08,23,3,265.05,263.21,1,1,0.5759,60.68,8.57,2.72,0.0,0.0069
2022-07-08,29,3,591.87,583.58,1,1,1.2679,212.03,4.88,4.05,0.0586,0.014
2022-07-08,30,4,1675.03,1643.48,1,1,0.7506,244.85,4.89,7.57,0.0,0.0188
2022-07-08,33,4,751.05,731.15,2,2,1.4895,172.53,9.37,10.31,0.0921,0.0265
2022-07-08,34,4,442.94,439.92,1,1,0.778,184.16,3.5,2.64,0.0703,0.0068
2022-07-08,35,4,1176.7,1143.83,2,2,2.1586,234.15,6.73,16.37,0.0166,0.0279
2022-07-08,40,4,1457.44,1413.34,1,1,0.663,97.87,9.31,14.19,0.058,0.0303
2022-07-08,41,4,1539.32,1516.42,1,1,0.8091,294.66,3.6,7.83,0.0876,0.0149
2022-07-09,2,1,950.15,943.57,1,1,0.8264,268.12,3.12,14.67,0.0032,0.0069
2022-07-09,3,1,1182.72,1165.51,2,2,2.1378,251.25,6.39,9.69,0.0143,0.0146
2022-07-09,4,1,1428.44,1412.88,2,2,1.0654,130.78,5.39,10.87,0.1,0.0109
2022-07-09,6,1,376.9,375.15,1,1,0.5665,202.02,8.6,2.67,0.0657,0.0046
2022-07-09,7,1,1249.0,1221.1,2,2,1.9188999999999998,145.75,9.59,15.27,0.0898,0.0223
2022-07-09,8,1,559.57,548.06,1,1,0.5779,173.8,8.87,8.41,0.0435,0.0206
2022-07-09,9,1,278.26,273.32,1,1,0.9088,119.23,5.69,1.48,0.0179,0.0178
2022-07-09,11,2,790.29,770.64,1,1,0.8551,233.08,7.58,5.5,0.0,0.0249
2022-07-09,13,2,432.72,426.27,2,2,1.2646000000000002,141.06,8.88,3.07,0.0647,0.0149
2022-07-09,14,2,1334.38,1289.24,1,1,0.8816,259.56,8.62,24.29,0.0225,0.0338
2022-07-09,15,2,120.88,118.33,1,1,0.6922,143.75,6.58,1.11,0.0281,0.0211
2022-07-09,16,2,2364.33,2333.42,2,2,2.2037,244.49,9.43,20.09,0.0021,0.0131
2022-07-09,19,2,1218.67,1192.25,1,1,0.7151,257.06,6.12,6.62,0.0066,0.0217
2022-07-09,20,3,143.9,139.06,1,1,0.5369,201.21,3.4,1.06,0.0759,0.0336
2022-07-09,21,3,657.68,652.43,1,1,0.5755,83.78,3.47,12.28,0.0,0.008
2022-07-09,23,3,246.24,245.72,1,1,0.5759,60.76,8.18,2.54,0.0,0.0021
2022-07-09,29,3,586.05,581.49,1,1,1.2679,209.4,4.46,4.04,0.0,0.0078
2022-07-09,30,4,1569.14,1556.27,1,1,0.7506,253.51,5.04,7.17,0.0,0.0082
2022-07-09,33,4,786.07,766.26,2,2,1.4895,172.46,8.86,10.81,0.0326,0.0252
2022-07-09,34,4,432.94,430.75,1,1,0.778,196.84,3.24,2.58,0.0,0.0051
2022-07-09,35,4,1151.8000000000002,1132.27,2,2,2.1586,243.08,6.69,16.21,0.0106,0.017
2022-07-09,40,4,1349.81,1314.29,1,1,0.663,100.7,8.6,13.2,0.0,0.0263
2022-07-09,41,4,1523.56,1505.78,1,1,0.8091,272.04,3.56,7.78,0.0755,0.0117
2022-07-10,2,1,913.92,895.61,1,1,0.8264,261.16,3.39,13.92,0.09,0.02
2022-07-10,3,1,1162.5700000000002,1149.02,2,2,2.1378,246.7,6.21,9.55,0.0,0.0117
2022-07-10,4,1,1472.53,1442.7600000000002,2,2,1.0654,129.91,4.99,11.1,0.0184,0.0202
2022-07-10,6,1,365.8,364.75,1,1,0.5665,195.07,7.69,2.6,0.0,0.0029
2022-07-10,7,1,1158.69,1131.77,2,2,1.9188999999999998,152.17,8.91,14.15,0.0125,0.0232
2022-07-10,8,1,528.46,520.16,1,1,0.5779,164.74,9.25,7.98,0.0882,0.0157
2022-07-10,9,1,270.81,270.03,1,1,0.9088,120.5,6.11,1.47,0.093,0.0029
2022-07-10,11,2,818.22,792.58,1,1,0.8551,247.83,8.03,5.66,0.0152,0.0313
2022-07-10,13,2,425.68,415.64,2,2,1.2646000000000002,143.82,8.66,2.99,0.0384,0.0236
2022-07-10,14,2,1362.91,1352.89,1,1,0.8816,256.38,8.36,25.49,0.0,0.0074
2022-07-10,15,2,123.36,119.81,1,1,0.6922,138.27,6.27,1.12,0.0,0.0288
2022-07-10,16,2,2389.61,2307.81,2,2,2.2037,241.25,10.2,19.87,0.084,0.0342
2022-07-10,19,2,1146.59,1126.17,1,1,0.7151,256.1,5.94,6.25,0.0,0.0178
2022-07-10,20,3,146.39,141.54,1,1,0.5369,194.75,3.24,1.08,0.0253,0.0331
2022-07-10,21,3,658.9,637.37,1,1,0.5755,83.45,3.63,11.99,0.0083,0.0327
2022-07-10,23,3,246.92,241.9,1,1,0.5759,61.36,9.31,2.5,0.0863,0.0203
2022-07-10,29,3,614.16,601.87,1,1,1.2679,212.59,4.65,4.18,0.0087,0.02
2022-07-10,30,4,1713.99,1698.68,1,1,0.7506,257.65,4.94,7.83,0.0,0.0089
2022-07-10,33,4,767.46,756.39,2,2,1.4895,179.0,9.28,10.67,0.0816,0.0144
2022-07-10,34,4,433.55,427.53,1,1,0.778,199.33,3.36,2.56,0.0275,0.0139
2022-07-10,35,4,1128.7,1100.48,2,2,2.1586,229.52,6.42,15.75,0.0,0.025
2022-07-10,40,4,1304.2,1275.45,1,1,0.663,96.99,8.5,12.81,0.0,0.022
2022-07-10,41,4,1536.59,1501.2,1,1,0.8091,291.0,3.22,7.75,0.0,0.023
2022-07-11,2,1,847.56,830.96,1,1,0.8264,269.07,3.31,12.92,0.0643,0.0196
2022-07-11,3,1,1115.85,1100.67,2,2,2.1378,256.02,6.37,9.15,0.0111,0.0136
2022-07-11,4,1,1433.55,1416.3400000000001,2,2,1.0654,133.58,5.06,10.9,0.0327,0.012
2022-07-11,6,1,359.52,352.0,1,1,0.5665,210.26,8.5,2.51,0.0533,0.0209
2022-07-11,7,1,1100.6599999999999,1084.63,2,2,1.9188999999999998,143.37,8.45,13.56,0.0,0.0146
2022-07-11,8,1,469.77,459.08,1,1,0.5779,177.28,9.09,7.05,0.0694,0.0228
2022-07-11,9,1,266.41,259.36,1,1,0.9088,115.1,5.94,1.41,0.0626,0.0265
2022-07-11,11,2,829.93,810.83,1,1,0.8551,237.76,7.89,5.79,0.0,0.023
2022-07-11,13,2,437.06,428.27,2,2,1.2646000000000002,142.28,8.6,3.08,0.0312,0.0201
2022-07-11,14,2,1339.08,1296.27,1,1,0.8816,251.22,8.2,24.42,0.0,0.032
2022-07-11,15,2,126.51,122.41,1,1,0.6922,138.43,6.62,1.14,0.0344,0.0324
2022-07-11,16,2,2328.74,2275.43,2,2,2.2037,229.41,9.12,19.59,0.0,0.0229
2022-07-11,19,2,1091.07,1081.01,1,1,0.7167,266.04,6.63,6.0,0.0905,0.0092
2022-07-11,20,3,135.19,134.86,1,1,0.5369,186.89,3.02,1.03,0.0,0.0024
2022-07-11,21,3,648.27,638.6,1,1,0.5755,83.52,3.82,12.02,0.0611,0.0149
2022-07-11,23,3,255.06,246.82,1,1,0.576,60.73,8.66,2.55,0.0105,0.0323
2022-07-11,29,3,630.2,610.81,1,1,1.2679,215.04,4.4,4.24,0.0,0.0308
2022-07-11,30,4,1701.96,1661.9,1,1,0.7507,237.85,5.41,7.66,0.0734,0.0235
2022-07-11,33,4,745.03,730.89,2,2,1.4897,174.04,9.42,10.31,0.0979,0.019
2022-07-11,34,4,431.37,424.11,1,1,0.7784,185.9,3.19,2.54,0.0,0.0168
2022-07-11,35,4,1136.71,1113.48,2,2,2.1586,243.06,6.81,15.94,0.0287,0.0204
2022-07-11,40,4,1374.11,1364.1,1,1,0.663,95.39,9.2,13.7,0.0455,0.0073
2022-07-11,41,4,1520.21,1506.94,1,1,0.8091,293.82,3.63,7.78,0.0967,0.0087
2022-07-12,2,1,884.17,862.49,1,1,0.8264,263.48,2.99,13.41,0.0,0.0245
2022-07-12,3,1,1187.46,1167.19,2,2,2.1378,237.1,6.53,9.7,0.0365,0.0171
2022-07-12,4,1,1472.4099999999999,1434.45,2,2,1.0654,137.19,5.28,11.04,0.0776,0.0258
2022-07-12,6,1,355.01,348.06,1,1,0.5665,205.57,8.68,2.48,0.0756,0.0196
2022-07-12,7,1,1131.42,1101.45,2,2,1.9188999999999998,153.34,9.28,13.78,0.0545,0.0265
2022-07-12,8,1,486.61,483.12,1,1,0.5779,172.58,9.18,7.41,0.08,0.0072
2022-07-12,9,1,263.06,259.09,1,1,0.9088,116.64,5.33,1.41,0.0,0.0151
2022-07-12,11,2,789.3,766.32,1,1,0.8551,228.43,8.27,5.47,0.0455,0.0291
2022-07-12,13,2,427.27,417.57,2,2,1.2646000000000002,135.15,8.61,3.0,0.0324,0.0227
2022-07-12,14,2,1363.92,1353.16,1,1,0.8816,256.1,8.24,25.49,0.0,0.0079
2022-07-12,15,2,126.42,124.67,1,1,0.6922,137.41,6.92,1.16,0.0812,0.0138
2022-07-12,16,2,2374.76,2343.08,2,2,2.2037,244.9,9.19,20.17,0.0,0.0133
2022-07-12,19,2,1185.26,1146.19,1,1,0.7179,258.81,6.33,6.37,0.0411,0.033
2022-07-12,20,3,148.06,146.16,1,1,0.5369,187.67,3.21,1.11,0.0158,0.0128
2022-07-12,21,3,664.2,662.59,1,1,0.5755,87.94,3.54,12.47,0.0,0.0024
2022-07-12,23,3,288.01,284.14,1,1,0.576,64.45,8.47,2.94,0.0,0.0134
2022-07-12,29,3,614.17,596.61,1,1,1.2679,214.86,4.89,4.14,0.0607,0.0286
2022-07-12,30,4,1832.59,1807.77,1,1,0.7509,257.49,4.9,8.33,0.0,0.0135
2022-07-12,33,4,752.36,737.4300000000001,2,2,1.4899,169.46,8.31,10.4,0.0,0.0198
2022-07-12,34,4,483.96,478.42,1,1,0.7787,183.92,3.26,2.87,0.0,0.0114
2022-07-12,35,4,1123.8,1102.8,2,2,2.1586,249.81,6.99,15.78,0.0559,0.0187
2022-07-12,40,4,1382.42,1376.83,1,1,0.663,94.15,8.46,13.82,0.0,0.004
2022-07-12,41,4,1546.29,1493.4,1,1,0.8091,283.87,3.59,7.71,0.0846,0.0342
2022-07-13,2,1,853.33,847.33,1,1,0.8264,271.69,3.29,13.17,0.0579,0.007
2022-07-13,3,1,1108.0900000000001,1097.8600000000001,2,2,2.1378,240.68,6.23,9.13,0.0,0.0092
2022-07-13,4,1,1435.47,1402.83,2,2,1.0654,137.03,4.94,10.79,0.0082,0.0227
2022-07-13,6,1,336.89,332.06,1,1,0.5665,192.37,8.63,2.36,0.0694,0.0143
2022-07-13,7,1,1160.56,1133.3600000000001,2,2,1.9188999999999998,145.68,9.49,14.17,0.0784,0.0234
2022-07-13,8,1,499.63,498.1,1,1,0.5788,178.81,9.14,7.64,0.0753,0.0031
2022-07-13,9,1,260.63,253.38,1,1,0.9088,113.21,5.55,1.38,0.0,0.0278
2022-07-13,11,2,777.42,751.17,1,1,0.8551,248.61,7.53,5.37,0.0,0.0338
2022-07-13,13,2,422.28,418.20000000000005,2,2,1.266,142.54,8.85,3.01,0.0612,0.0097
2022-07-13,14,2,1288.22,1254.01,1,1,0.8816,257.02,8.23,23.62,0.0,0.0266
2022-07-13,15,2,128.58,124.92,1,1,0.6922,143.09,6.83,1.17,0.0672,0.0285
2022-07-13,16,2,2374.2799999999997,2351.16,2,2,2.2037,245.97,9.99,20.24,0.0616,0.0097
2022-07-13,19,2,1254.26,1247.31,1,1,0.7151,247.24,6.0,6.93,0.0,0.0055
2022-07-13,20,3,138.13,133.6,1,1,0.5369,185.13,3.25,1.02,0.0285,0.0328
2022-07-13,21,3,643.4,628.81,1,1,0.5755,88.34,3.74,11.83,0.0389,0.0227
2022-07-13,23,3,287.24,284.07,1,1,0.5759,63.96,8.17,2.94,0.0,0.011
2022-07-13,29,3,625.79,607.64,1,1,1.2679,214.03,4.48,4.22,0.0,0.029
2022-07-13,30,4,1705.33,1678.18,1,1,0.7506,246.53,5.13,7.73,0.0179,0.0159
2022-07-13,33,4,770.12,748.94,2,2,1.4895,180.14,9.39,10.56,0.0944,0.0275
2022-07-13,34,4,510.86,497.37,1,1,0.778,201.09,3.53,2.98,0.0795,0.0264
2022-07-13,35,4,1095.38,1068.96,2,2,2.1586,250.86,7.2,15.3,0.0876,0.0241
2022-07-13,40,4,1277.06,1264.87,1,1,0.663,91.92,9.43,12.7,0.0716,0.0095
2022-07-13,41,4,1542.9,1516.99,1,1,0.8091,290.15,3.39,7.83,0.0242,0.0168
2022-07-14,2,1,847.19,844.78,1,1,0.8281,283.4,3.04,13.13,0.0,0.0028
2022-07-14,3,1,1075.5900000000001,1048.46,2,2,2.142,237.32,6.16,8.71,0.0,0.0252
2022-07-14,4,1,1492.2800000000002,1456.78,2,2,1.0657,128.95,4.75,11.21,0.0,0.0238
2022-07-14,6,1,340.99,329.45,1,1,0.5669,196.48,8.2,2.35,0.0161,0.0338
2022-07-14,7,1,1169.9299999999998,1158.44,2,2,1.9197,144.52,9.21,14.49,0.0466,0.0098
2022-07-14,8,1,507.98,501.6,1,1,0.5779,176.82,9.03,7.7,0.0624,0.0126
2022-07-14,9,1,261.95,257.88,1,1,0.9088,121.86,6.11,1.4,0.093,0.0155
2022-07-14,11,2,792.83,779.62,1,1,0.8554,239.86,7.54,5.57,0.0,0.0167
2022-07-14,13,2,417.03999999999996,410.32,2,2,1.2646000000000002,139.04,9.16,2.95,0.0983,0.0161
2022-07-14,14,2,1248.35,1221.85,1,1,0.8818,243.1,9.27,23.02,0.0996,0.0212
2022-07-14,15,2,124.44,120.31,1,1,0.6945,135.23,7.01,1.12,0.0953,0.0332
2022-07-14,16,2,2573.67,2520.4700000000003,2,2,2.2037,226.75,9.1,21.7,0.0,0.0207
2022-07-14,19,2,1281.42,1236.74,1,1,0.7151,265.81,6.25,6.87,0.028,0.0349
2022-07-14,20,3,143.27,141.14,1,1,0.5369,195.37,3.13,1.07,0.0,0.0149
2022-07-14,21,3,667.38,658.35,1,1,0.5755,88.35,3.49,12.39,0.0,0.0135
2022-07-14,23,3,285.49,281.08,1,1,0.5759,65.19,8.86,2.91,0.0338,0.0154
2022-07-14,29,3,621.5,619.08,1,1,1.2681,217.6,5.06,4.3,0.0976,0.0039
2022-07-14,30,4,1749.79,1725.89,1,1,0.7506,235.22,4.97,7.95,0.0,0.0137
2022-07-14,33,4,802.62,792.96,2,2,1.4895,167.28,8.99,11.19,0.0478,0.012
2022-07-14,34,4,476.25,472.08,1,1,0.778,194.08,3.35,2.83,0.0245,0.0088
2022-07-14,35,4,1090.16,1056.21,2,2,2.1586,252.07,6.31,15.12,0.0,0.0311
2022-07-14,40,4,1282.95,1275.45,1,1,0.663,97.85,9.63,12.81,0.0943,0.0058
2022-07-14,41,4,1452.44,1434.42,1,1,0.8091,273.72,3.63,7.41,0.0967,0.0124
2022-07-15,2,1,860.85,854.81,1,1,0.8264,281.78,3.03,13.29,0.0,0.007
2022-07-15,3,1,1045.8200000000002,1033.4,2,2,2.1378,244.11,6.74,8.59,0.0698,0.0119
2022-07-15,4,1,1405.13,1367.27,2,2,1.0654,135.49,4.82,10.52,0.0,0.0269
2022-07-15,6,1,344.4,338.52,1,1,0.5665,206.52,8.46,2.41,0.0483,0.0171
2022-07-15,7,1,1231.1799999999998,1213.3400000000001,2,2,1.9188999999999998,140.71,8.41,15.17,0.0,0.0145
2022-07-15,8,1,533.88,516.37,1,1,0.5779,173.78,9.16,7.92,0.0776,0.0328
2022-07-15,9,1,250.89,243.88,1,1,0.9088,116.86,5.44,1.32,0.0,0.0279
2022-07-15,11,2,748.89,739.68,1,1,0.8551,238.23,7.57,5.28,0.0,0.0123
